city,date,ts,time,expected_high_f,abs_error_f,actual_bucket_probability,modal_bucket,modal_probability,actual_inside_modal,raw_probability_sum
nyc,2026-03-01,1772377200,2026-03-01T15:00:00Z,42.68407960199004,0.31592039800995764,0.8756218905472636,42-43F,0.8756218905472636,True,1.0050000000000001
nyc,2026-03-01,1772380800,2026-03-01T16:00:00Z,42.72330097087378,0.27669902912622035,0.8495145631067961,42-43F,0.8495145631067961,True,1.03
nyc,2026-03-01,1772384400,2026-03-01T17:00:00Z,42.75252525252525,0.2474747474747474,0.8333333333333333,42-43F,0.8333333333333333,True,0.99
nyc,2026-03-01,1772388000,2026-03-01T18:00:00Z,42.721674876847295,0.27832512315270463,0.8571428571428572,42-43F,0.8571428571428572,True,1.015
nyc,2026-03-01,1772391600,2026-03-01T19:00:00Z,42.707499999999996,0.292500000000004,0.86,42-43F,0.86,True,1.0
nyc,2026-03-01,1772395200,2026-03-01T20:00:00Z,42.849514563106794,0.15048543689320582,0.8009708737864077,42-43F,0.8009708737864077,True,1.03
nyc,2026-03-01,1772398800,2026-03-01T21:00:00Z,42.519704433497544,0.48029556650245553,0.9507389162561577,42-43F,0.9507389162561577,True,1.015
nyc,2026-03-01,1772402400,2026-03-01T22:00:00Z,42.509803921568626,0.49019607843137436,0.9558823529411764,42-43F,0.9558823529411764,True,1.02
nyc,2026-03-01,1772406000,2026-03-01T23:00:00Z,42.48029556650246,0.5197044334975374,0.9704433497536946,42-43F,0.9704433497536946,True,1.015
nyc,2026-03-01,1772409600,2026-03-02T00:00:00Z,42.47058823529412,0.5294117647058769,0.9754901960784313,42-43F,0.9754901960784313,True,1.02
nyc,2026-03-01,1772413200,2026-03-02T01:00:00Z,42.47058823529412,0.5294117647058769,0.9754901960784313,42-43F,0.9754901960784313,True,1.02
nyc,2026-03-01,1772416800,2026-03-02T02:00:00Z,42.47058823529412,0.5294117647058769,0.9754901960784313,42-43F,0.9754901960784313,True,1.02
nyc,2026-03-01,1772420400,2026-03-02T03:00:00Z,42.47058823529412,0.5294117647058769,0.9754901960784313,42-43F,0.9754901960784313,True,1.02
nyc,2026-03-01,1772424000,2026-03-02T04:00:00Z,42.47058823529412,0.5294117647058769,0.9754901960784313,42-43F,0.9754901960784313,True,1.02
nyc,2026-03-01,1772427600,2026-03-02T05:00:00Z,42.47058823529412,0.5294117647058769,0.9754901960784313,42-43F,0.9754901960784313,True,1.02
nyc,2026-03-01,1772431200,2026-03-02T06:00:00Z,41.5,1.5,0.16666666666666666,<38F,0.16666666666666666,False,3.0
nyc,2026-03-02,1772380800,2026-03-01T16:00:00Z,32.339999999999996,0.6600000000000037,0.33499999999999996,32-33F,0.33499999999999996,True,1.0
